id,cost,strength,willpower,lore,ink,type_clean,keywords,classifications,illustrators,flavor_text
crd_f9a3516262004948b7bd488cc55af5b9,2,1,2,1,Emerald Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"", ""Inventor"")",Diogo Saito,"""In the hands of a lesser person, this much power would be irresponsible."""
crd_3c1ded27230c410bb3f454c406bab158,2,1,1,2,Emerald,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Pirate"")",João Moura,"""Aye aye, Captain! I'll get it done."""
crd_8a7ba766a9614ec2b66cd1cb1dc10a3e,3,2,5,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Geoffrey Boudout,"""Look what I found! Can we stay here and play?"""
crd_923b464195ae4552b00f557378bc77a3,1,1,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Sara Leal (Loyal),"""Are you sure we're allowed in here? Jim Dear would never allow me in the kitchen."""
crd_f373768f95114e078fb4d77cd3cdead2,2,2,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Mel Milton,"""One of these must be the right lever, but I'll be a llama's aunt if I can figure out which one..."""
crd_b2930c4282b145fe8eabadae2c6567f9,3,3,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Luca Pinelli,He liked to prepare for any emergency. They happened frequently with Kuzco around.
crd_f412907cdf7346cf8bbc1d02fab3d1d6,5,4,4,2,Emerald Ruby,Character,character(0),Storyborn,Alice Pisoni,"""You can't leave yet! Don't you want to hear the ending? ""
—Tweedledee"
crd_98c983fba498470ba2ff0518902e8cc5,6,5,5,2,Emerald Sapphire,Character,character(0),"c(""Floodborn"", ""Hero"", ""Robot"")",Valerio Buonfantino,NA
crd_bca7b817c7d54046bdf02f573d14d87a,4,4,3,1,Emerald Steel,Character,Resist,"c(""Storyborn"", ""Inventor"")",Cam Kendell,NA
crd_0306993b7adb4a52afb9ff31aea3a9b1,4,2,3,2,Emerald Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Ian MacDonald,NA
crd_0cea7c1e74014adeb7fc3a59ddce500f,3,3,3,1,Emerald Steel,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Pirate"", ""Captain"")",João Moura,"""All right now, crew–we've a lot to do today!"""
crd_ea132f418f484b7fa0514107132a8b54,8,6,5,3,Emerald,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Pirate"", ""Captain"")",Emily Abeydeera,"A captain must be inventive, commanding, and unafraid of trampolines."
crd_b6a644c09d674fe6ace0502427a05c6e,8,6,4,2,Emerald Steel,Character,Resist,"c(""Storyborn"", ""Villain"", ""Alien"", ""Pirate"", ""Captain"")",Nicholas Kole,NA
crd_82e7a76ecb914d5cace338ee4280e6d7,2,1,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Amanda MacFarlane,NA
crd_f20054bb326b460c8ac1dc08f2723ce3,4,3,3,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""King"")",Isaiah Mesq,"""You there! You can't be here in the state you're in. Begone before the Queen sees this mess!"""
crd_03494b6689ad4bbb9d4e5afac6db733d,2,3,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Therese Vildefall,"""Now darlings, pay close attention to where we are. What can you learn about the Owl from the house?"""
crd_17faea698cdc496d81f840310128074b,3,3,1,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Rianti Hidayat,"""Out of my way! I'm going to be the first to finish!"""
crd_874601077b644699b9e61662ec1c68a8,6,5,5,2,Emerald Steel,Character,Shift,"c(""Floodborn"", ""Villain"", ""Pirate"")",Kenneth Anderson,NA
crd_9cb99a5eecf64cd9a96cbc780861205c,6,3,3,2,Emerald,Character,character(0),"c(""Storyborn"", ""Villain"")",Gaku Kumatori,NA
crd_688f773c54e34dbf8f96096b19c1c2b9,1,NA,NA,NA,Emerald,Action,character(0),NULL,Valentina Graziuso,"""Alice! Will you kindly pay attention and recite your lesson?"" —Alice's sister"
crd_81b8d1f9be6542e0902b77e4ab51fae0,1,NA,NA,NA,Emerald,Action Song,character(0),NULL,Isaiah Mesq,Wish that I could travel his way
crd_f6df91ec4b8144ec99568e5979a90225,5,NA,NA,NA,Emerald,Action,character(0),NULL,Kevin Sidharta,"""Congratulations, Wonderboy. You'll make one heck of a god.""
—Megara"
crd_1043af1f4d454d8d83c4a85a75e1ad05,3,NA,NA,NA,Emerald Sapphire,Action,character(0),NULL,Kevin Sidharta,NA
crd_6109e70026c649f2baca4f9656b66510,3,NA,NA,NA,Emerald,Item,character(0),NULL,Francesco Colucci,The coil Martin wore lifted his spirits as well as his body.
crd_466c1ad68e6040a0973b922ee491924d,2,1,1,2,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Javi Salas,"""Fear will get you hurt. Luck will get you through."""
crd_8e76340248ad450587db93be8aeeb437,2,1,4,1,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"", ""Queen"")",Antoine Couttolenc / Samanta Erdini,Something told the Illumineers she'd had enough of the obstacles.
crd_9b84afa5574c49e4a0270195f6ced69b,4,4,3,1,Ruby,Character,character(0),Storyborn,Brian Weisz,"""Who spit in her bean curd?""
—Grandmother Fa"
crd_b91e58cc0277450595a28974cf70c180,3,3,2,0,Ruby Steel,Character,Reckless,Storyborn,Brian Weisz,"""There's no time. We have to act now!"""
crd_bb6b464db7a64c6081cdb443267749e4,4,3,4,1,Ruby,Character,Rush,"c(""Storyborn"", ""Ally"")",Florencia Vazquez,NA
crd_2b0915e50c1b41d1aea0dce6be43a6d9,9,7,7,3,Ruby Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"", ""Inventor"")",Koni,NA
crd_b9cf5f433cd840c295d3b74c39583ee1,2,1,2,1,Ruby,Character,character(0),Storyborn,Cristian Romero,"""Cy-Bugs are like a virus. They don't know they're in a game."" —Calhoun"
crd_2e6d017b97da415fb97b8d42bb129e98,5,4,4,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Saulo Nate,Silence is golden. And he loves gold.
crd_ae70cf678a1f47fe9082e2b769fe2a3c,1,1,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Kamil Murzyn,"The Three of Hearts raised his spear and whispered to himself, ""While others fall, a Queen's soldier stands tall."""
crd_7e99e5b9bd2747d29e6393aff2685158,3,3,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Tony Bancroft / Lindsay Weyman,"""Top shelf? Pshaw! If it's a book the mademoiselle wants, I'll find a way to get it for her!"""
crd_1cc513a07b96473ebf95f9369c01c25d,1,3,1,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Gaku Kumatori,"""Toby has the most splendid sense of smell of any hound I've trained. But he can be deucedly frisky."" —Basil"
crd_0d3c06bef62348d7b6dcb0fe03afa6d0,4,3,3,2,Ruby Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Lauren Barger,NA
crd_82fe7f4aeec649bbba476dddb838a620,3,2,3,1,Ruby Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Captain"")",Ian MacDonald,NA
crd_da7a7db2845c4262be680a8a5b03c027,4,4,3,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Hero"", ""Princess"")",Jackie Droujko,NA
crd_1d8717ca485141a48e480838e3667ca3,2,3,1,1,Ruby,Character,Rush,"c(""Storyborn"", ""Villain"")",Luca Pinelli,Nobody knows who or what he really is or what he's planning.
crd_ddee28debf2d4fc7ade06acadd09d058,6,5,5,2,Ruby Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Prince"", ""Inventor"")",Koni,"""No, no, no! This is NOT THE WAY I SEE IT IN MY HEAD!"""
crd_5c58452a39084f28b379fdd1133ffdea,5,4,4,1,Ruby Steel,Character,character(0),"c(""Storyborn"", ""Ally"", ""Dragon"")",Tom Bancroft,NA
crd_a02f616f960243249461ac40a8beb36c,4,5,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Mentor"", ""Inventor"")",Andy Estrada / Greg Shrader,NA
crd_f51072d030ba4e7b892f9ae48175f4cb,7,7,6,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Ally"")",Teresita Q. / SCG,NA
crd_4ba6dbe9f2674bb880ec26795a4663c6,8,6,4,3,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Federico Maria Cugliari,He got what he wanted—just not the way he planned.
crd_5d754111355845818b81e2a9a506bab4,7,5,6,2,Ruby Steel,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",Jochem van Gool,NA
crd_aded94a6d9d84b958d8e1b56f83af565,6,5,4,2,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Sergio Mancini,"""Now, move. That's it. Now give me a big bear growl. Scare me."""
crd_3b1ed1a8c9694de19eb207ce5f1357e9,4,3,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Max Ulichney,"""Why stop the show when you can simply steal it?"""
crd_ff5d1835b81b400cac7373fb6310ca6a,2,2,2,2,Ruby,Character,character(0),"c(""Storyborn"", ""Knight"")",Kevin Sidharta,"""An owl in charge? Pshaw."" He glared at the others. Then his eye fell on the targets set up nearby, and he brightened. ""But as long as I still get to joust..."""
crd_afc3f865b594418e86f60e638df7351b,2,2,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"")",Stefano Zanchi,"""Okay, we rotated the globe to move the mural into position. We have the coordinates. Let's go!"""
crd_4496d449edb34ea2b6994004e5d30c84,5,6,5,1,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Leonardo Giammichele,"""All these traps, all these locks, all these machines... If they think that's going to stop me, they've sorely underestimated Edgar Balthazar!"""
crd_696163f5674e45ddb49ab917a6d91180,3,NA,NA,NA,Ruby,Action,character(0),NULL,Isaiah Mesq,"""Well, as usual, diplomacy has failed us.""
—Lyle Tiberius Rourke"
crd_0b939927deb64ca8a8ddde773f6cc340,7,NA,NA,NA,Ruby,Action,character(0),NULL,Hedvig H-S,The last thing any gamer wants to see.
crd_9d23dd955ab74137bba7be82615b2178,2,NA,NA,NA,Ruby,Item,character(0),NULL,Francesco Colucci,"Venturo felt a spark from his arm coil, and energy flooded his strained muscles."
crd_99bcca2953964e4180ad6d27bea2d14d,1,NA,NA,NA,Ruby,Item,character(0),NULL,Levi Rogers,"""I use this one a lot more than you'd think!"" —Maurice"
crd_86f1f9b1aee3486ca626ba64f1a8edb5,3,NA,NA,NA,Ruby Sapphire,Item,character(0),NULL,Isaiah Mesq,"""I hope it does what I built it to do!""
–Maurice"
crd_5aa0268561ff4690aa520763bc869ed1,2,NA,NA,NA,Ruby,Item,character(0),NULL,Juan Diego Leon,"""Just look at it, filled with power for its owner.""
—Madame Medusa"
crd_0ae6751e22074e8fb6bfe871c4f44f3e,4,3,3,2,Sapphire,Character,Support,"c(""Storyborn"", ""Ally"")",Stefano Spagnuolo,NA
crd_485779f8b4954059b78e81f46882d744,4,4,4,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",Kenneth Anderson,NA
crd_f9e60e9ffff4477d8c4715bd38fb90a2,2,3,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"", ""Knight"")",Samanta Erdini,"""You must move quickly before the trap resets. Go!"""
crd_2e61b6cfa0da4f32a21cc3375e0855b1,3,1,6,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Anna Stosik,Moana receives a call from the ancestors to sail to new skies and reconnect people across the entire ocean.
crd_986ba61b527b4e5f822c0c8e2d675b7d,1,1,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Kamil Murzyn,"""I can help you with your problem... for the right price."""
crd_097da6b8bdc94d0f8accc703735147e5,3,3,4,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Saulo Nate,"""Fascinating. This shouldn't exist, yet it does. It may be older than the Great Illuminary itself!"""
crd_13859ddeec154d23a532a94835179144,3,3,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"", ""Inventor"")",Jochem van Gool,Helping her dad keep the flying debris to a minimum.
crd_6f2802da6557456c8a34693d3650784f,3,1,3,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Puppy"")",Carlos Luzzi,NA
crd_9fcd1bf3255d48ecb5f16b78512c01bb,1,1,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"", ""Detective"")",Mario Oscar Gabriele,"""I say, what sort of contraption is this?"""
crd_06dfa21b660f45cabf624bb321400368,6,4,5,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Federico Maria Cugliari,NA
crd_f424db642c4340f7a412e29c1bcde568,5,1,5,2,Sapphire Steel,Character,Shift,"c(""Floodborn"", ""Ally"")",Maxine Vee,NA
crd_19e9e680d0d044d6a5fa0d39b5ab3206,4,3,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Jennifer Park / Leonardo Giammichele,NA
crd_a46f9d543f42488aa953e79ab9993010,1,1,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Celeste Jamneck,"He squeezed more paint from the tube and wiggled in delight. Archazia was fun, even if she was a giant owl. She had so many new colors to paint with!"
crd_4022fcc6593a41dfb1f50cc003acd15c,2,1,2,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Ellie Horie,"""Find yourself another Illumineer. This one's taken."""
crd_eddf6a4eb7af4098997b5e91e4a763e7,3,2,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Puppy"")",Rachel Elese,Pepper proves every puppy is part of the pack.
crd_150d93e25ca744b69a232651dcd2caa3,2,2,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Puppy"")",Laura Pauselli,"""I want to play with the others! Can I, Dad? Please?"""
crd_78044308d04647f5ac60546f4d320292,2,2,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Inventor"")",Brianna Garcia,NA
crd_35c7b95d00c14614857dcb98e4fb99e1,3,3,3,1,Sapphire,Character,Support,"c(""Storyborn"", ""Hero"")",Mariana Moreno,"""There's been a heap of legends and tall tales about Robin Hood. All different too."" —Alan-a-Dale"
crd_ca23777aebb648ae879ec623bc4f760d,2,2,1,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Otto Paredes,"""Penny, dear, now don't cry. We are here to help you.""
—Miss Bianca"
crd_e8dd905ba7294b62a44a49ab52a3860a,5,2,7,1,Sapphire Steel,Character,Bodyguard,"c(""Storyborn"", ""Ally"")",Mariana Moreno,NA
crd_62c3a4d3b2234f26b7d63be72faf93a4,5,3,5,2,Sapphire Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")","Victor ""Yano"" Covarrubias / Milica Celikovic","""Oh, this is wonderful! I knew Archazia's thought scrolls would be worth a little extra effort!"""
crd_2c68909051f6499f8a6cab0f663e7bba,4,3,3,1,Sapphire,Character,Support,"c(""Storyborn"", ""Ally"")",Pix Smith,NA
crd_4b7cdb55b647410f85f60e74a4a4b619,5,3,5,1,Sapphire,Character,Support,"c(""Storyborn"", ""Hero"", ""Robot"")",Dustin Panzino,NA
crd_1a7dadb10b334375b5b5b4eca2cce42c,4,3,3,2,Sapphire Steel,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"")",Emily Abeydeera,NA
crd_63c20a20927a4cb1b67736648b2867c8,1,NA,NA,NA,Sapphire,Action,character(0),NULL,Samoldstoree,NA
crd_a3eb0593f33d4ff78e6fd4dccc9257a2,5,NA,NA,NA,Sapphire,Action Song,character(0),NULL,Kuya Jaypi,Where the north wind meets the sea There's a river full of memory
crd_3f99d55a6a434a00b6e547ec30e48a69,2,NA,NA,NA,Sapphire,Item,character(0),NULL,Francesco Colucci,A single flash of light from the coil on Venturo's leg could blind any foe.
crd_c2a15901752f4d5289f1296558834989,3,NA,NA,NA,Sapphire,Item,character(0),NULL,Juan Diego Leon,"""Battery at 100%. Ready for action!"" —Hiro"
crd_f985e42477e649a5af573894d9b0ac74,4,3,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Villain"")",Wouter Bruneel,"""Everything is positioning nicely."""
crd_b8f203cb54ee40baae13e58050d0c843,2,3,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Mike Parker,A wise leader does not shy away from difficult decisions when the safety of the pack is at stake.
crd_ba65ec4007544e7ba265690e8e823312,2,0,4,1,Steel,Character,Challenger,"c(""Storyborn"", ""Villain"")",Samoldstoree,NA
crd_b6cecef16e364dc6bbc9b538aaa52226,2,1,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Brian Weisz,Looks like we're gonna do this the hard way.
crd_dc00dae899dc496da15fb2e6d8fb4eda,1,2,2,1,Steel,Character,character(0),"c(""Dreamborn"", ""Ally"")",Alan Batson,"Archazia: ""Why is he wearing a coconut?""
Shanzay: ""It's probably better not to ask."""
crd_0ab7da34efae4501b26ae156eb69755c,3,1,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Maxine Vee,NA
crd_fd63d8b5d43d49ae9441e6839bfdec37,2,0,1,1,Steel,Character,Bodyguard,"c(""Storyborn"", ""Ally"")",Maria Dresden,NA
crd_c7f70b64da8740e0a6cc47d0862b88e3,3,2,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Mel Milton,"""Every trap you disarm, every test you pass, honors us all. Well done."""
crd_96a1de9a610e4a3e9dd061cc349d5870,2,1,3,1,Steel,Character,character(0),"c(""Dreamborn"", ""Ally"", ""Captain"")",Carlos Luzzi,"""Mere trinkets won't get you any closer to Jafar."""
crd_61da3f5c01564ae386af3de304e910af,3,3,2,2,Steel,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Sorcerer"")",César Vergara,"""At last, both halves of the crown belong to me!"""
crd_64885a846c394abfa482aa6aa4a3711e,5,5,6,1,Steel,Character,character(0),Storyborn,Rachel Elese,"""I say, Captain, do you hear something?""
—Peter Pan"
crd_e97a6df3786a4f2489911d0b9201a127,4,1,6,1,Steel,Character,character(0),"c(""Storyborn"", ""Pirate"")",Juan Diego Leon,"""They're... kinda cute.""
—Moana"
crd_9b812b75cd834563aeae274699657a59,1,2,1,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Jochem van Gool,"""Okay this is it, time to show 'em your man walk."" —Mushu"
crd_9d44a1dff239492ebbafca394d0f475c,3,4,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Rudy Hill,"""Doesn't he fly beautifully?""
—Miss Bianca"
crd_977124ea617d440a9224e0eb1619ded6,6,5,5,1,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Maria Dresden,"""We'll reach the top of this tower in no time if we work together, darling."""
crd_0f26db7d01c74453b49bf5bc316cfea9,4,4,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Mentor"", ""King"")",Amanda MacFarlane,"""Do you see this pillar? Even after it has fallen, it still can serve a purpose."""
crd_cf7a354247654f8f914b04e101558f6f,4,2,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")","Victor ""Yano"" Covarrubias / Milica Celikovic",NA
crd_cb99ab75225f41d49a1a33be32c8a170,5,4,3,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Alice Pisoni,NA
crd_9cc5e63998164343909390b767c6d3ae,4,2,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Alien"", ""Captain"")",Heidi Neunhoffer,NA
crd_7b39bf9a14c84b239c83583925fbfeff,2,1,1,1,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Leonardo Giammichele,He leads the way with a steadfast heart.
crd_7dec0a0d27274499a97466ef6f6a6c06,5,NA,NA,NA,Steel,Action,character(0),NULL,Ricardo Caria,"""In times of danger, the crystal will choose a host, one of royal blood, to protect itself and its people."" —King Kashekim Nedakh"
crd_b03fcfe1974a4516a5b260cd9cd838b2,2,NA,NA,NA,Steel,Action,character(0),NULL,Natalie Dombois,"""We've had enough of your shenanigans! Take that!""
—Merryweather"
crd_9733c3ea959643178de845a528ff915c,2,NA,NA,NA,Steel,Item,character(0),NULL,Francesco Colucci,"As the coil clicked onto Shanzay's arm, she felt a strengthened sense of clarity."
crd_58e5277d1e554fd28d2b56ce65317d81,2,NA,NA,NA,Steel,Item,character(0),NULL,Roberto Gatto,"""Do not sit idle while others quest for glory."" —Li Shang"
crd_54102dba80604a609eed679b7f33fad3,3,1,4,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Viv Tanner,NA
crd_dbecb4ca526f46ac8faa1a361f1c8bdf,6,2,6,2,Amber Amethyst,Character,Shift,"c(""Floodborn"", ""Hero"", ""Madrigal"")",Lisanne Koeteeuw,NA
crd_e8863a1965284a3bad897ee8614d2866,5,3,5,2,Amber Steel,Character,character(0),"c(""Floodborn"", ""Hero"")",Beatrice Blue,NA
crd_aa7db27471b142cfa97cd5ca3409669d,2,NA,NA,NA,Amber,Item,character(0),NULL,Anna Stosik,NA
crd_ac531a6c2f3046d3adcffbd1b1e5228e,7,5,6,3,Amethyst,Character,character(0),"c(""Dreamborn"", ""Ally"", ""Sorcerer"")",Rachel Elese,NA
crd_1cda76d2cbe84ccda25bd2dc1b21844b,4,2,4,2,Amethyst Steel,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Sorcerer"")",Jochem van Gool,NA
crd_29df1d46e9f9463f9058c264f7b3bbd5,2,NA,NA,NA,Amethyst,Action,character(0),NULL,Maria Zafrilla,NA
crd_07d1ea2923ad44b9b2dddf78993e103b,2,1,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Brie Schmida,NA
crd_6826d906dfc147e89f475f146034e75f,6,3,5,2,Emerald Ruby,Character,character(0),Storyborn,Maria Zafrilla,NA
crd_434537e486234e2095f03c19628e07d4,7,4,6,3,Emerald Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"", ""Inventor"")",Rachel Elese,NA
crd_7896cd21215c42609fc262c908068d94,5,NA,NA,NA,Emerald,Action,character(0),NULL,Brie Schmida,NA
crd_c43f19388b414266aeddb6cd78f7c020,4,3,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Maria Zafrilla,NA
crd_0d38ed42e8f14a299f6efefb250350d3,9,7,7,3,Ruby Sapphire,Character,character(0),"c(""Floodborn"", ""Hero"", ""Princess"", ""Inventor"")",Jochem van Gool,NA
crd_6a4c5fe1b3b74110acd16d725f8cc3f6,2,NA,NA,NA,Ruby,Item,character(0),NULL,Isabella Ceravolo,NA
crd_f2493d13b19a45559af0e7ce96f079bc,6,4,5,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Beatrice Blue,NA
crd_0fa2b60dcf3d46fbb5e61428e33d7d7d,5,NA,NA,NA,Sapphire,Action Song,character(0),NULL,Viv Tanner,NA
crd_ec8ba95c2c20470ab00ef4f03c8db8ee,2,1,1,1,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Maria Zafrilla,NA
crd_ad5f241dfb68479189af1ac3802327d7,5,NA,NA,NA,Steel,Action,character(0),NULL,Lisanne Koeteeuw,NA
crd_9977cd39e1244f29a352a5ef0564d3cb,3,2,3,2,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Federico Maria Cugliari,"""The snakes are cool, I guess. Pretty standard trap, though."""
crd_3fc64a6e60ce4fcd9688de5efd25cfea,3,2,3,2,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Federico Maria Cugliari,"""The snakes are cool, I guess. Pretty standard trap, though."""
crd_e4383a9f6b7d4f3291c7935a76610f44,4,4,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Federico Maria Cugliari,"""Snakes? Firing lasers? In a secret underground lair? No problem!"""
crd_31ad785c8eab4eba82f08ec3420584b2,4,4,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Federico Maria Cugliari,"""Snakes? Firing lasers? In a secret underground lair? No problem!"""
crd_06ee763580a046ed859614320f686f8f,2,2,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Federico Maria Cugliari,"""Forget the magical snakes. There's the way out of the trap!"""
crd_8e39d0718ce5499c92ac736ff111f7e3,2,2,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Federico Maria Cugliari,"""Forget the magical snakes. There's the way out of the trap!"""
crd_5271034abc194947b4c2b0e9c66b7f78,4,3,4,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Carlos Luzzi,"""You're just in time for Surprise à la Goof!"""
crd_2564aee724494e5f99b9688aad48753f,4,2,2,2,Amber Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""Madrigal"")",Valerio Buonfantino,NA
crd_693ec0809a974a8ba6ce2a5b3a29f209,4,0,8,1,Amber Ruby,Character,Bodyguard,"c(""Dreamborn"", ""Hero"")",Aubrey Archer,NA
crd_a22eb000866a46439fd736cd7a8ec535,2,1,1,1,Amber Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Pietro B. Zemelo,NA
crd_6183fa48800b4b52b6a5e81f473dee3b,1,1,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"", ""Princess"")",Emily Abeydeera,"""Seems like only yesterday we were both little girls dreaming our fairy tale dreams, and tonight they're finally coming true."""
crd_e1412fbad88c459a989f3738fb678789,4,2,4,1,Amber,Character,Singer,"c(""Storyborn"", ""Hero"", ""Princess"")",Milica Celikovic,NA
crd_c58b2d33655f4541baec11fcf639b1c5,1,0,2,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Madrigal"")",Arianna Rea,"""Whatever gift awaits will be just as special as you."" —Alma Madrigal"
crd_5cad0c55b4644a3ea12fff8717e5fe83,3,2,2,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Erika Wiseman,She's happiest in the company of those she loves.
crd_18b8e544b96748dc9950322a3fcb5cf8,2,0,4,1,Amber,Character,Bodyguard,"c(""Storyborn"", ""Ally"")",Kendall Hale,Family is family no matter what.
crd_c4cc9368ba4d4f488b35ac8f8b0b07a1,1,1,2,1,Amber,Character,character(0),Storyborn,Rianti Hidayat,"""Getting a medal feels pretty great. Making Gene squirm feels even better."" —Wreck-It Ralph"
crd_c033341068524d02a75e3ff4d9c9f3e8,2,1,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Carmine Pucci,"""Where did the forest go? Stay close, my darlings. Something's amiss here."" —Perdita"
crd_2a18b29a3b7a4034b98a6207ec515377,1,1,2,1,Amber,Character,character(0),"c(""Dreamborn"", ""Ally"")",Ellie Horie,"""I eat danger for breakfast."""
crd_135ceb6f79ed43aa90077b344b26ea10,5,4,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Jake Murphy,"""I don't imagine anything could ever take her place in our hearts."""
crd_cddc453bf8734d989b68193f212de440,5,3,6,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Mariana Moreno,His training was invaluable in infiltrating the palace.
crd_cafa13413b754a96b2ac5df738bd0b89,6,5,5,1,Amber,Character,character(0),Storyborn,Nicola Saviori,NA
crd_dec273aa1bbc492dafa914363265979c,3,2,2,1,Amber Amethyst,Character,Bodyguard,"c(""Storyborn"", ""Ally"")",Alexandria Neonakis,NA
crd_5620f9d7486543ea90d2b6a4499c7ae4,7,3,7,2,Amber Amethyst,Character,Shift,"c(""Floodborn"", ""Ally"", ""Madrigal"")",Milica Celikovic,NA
crd_c71a707f446d4f01b5c4e66bdde91643,4,3,3,2,Amber Emerald,Character,character(0),"c(""Storyborn"", ""Villain"")",Francesco D'ippolito / Malia Ewart,"""You have just made a s-serious mis-sstake, my friend."""
